"Time","y", ,"x", "Temperature"
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,2
0,1,2,0.5
0,1,3,0
0,2,0,0
0,2,1,1
0,2,2,0
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.97914
0,1,2,0.508344
0,1,3,0
0,2,0,0
0,2,1,1
0,2,2,0.0125153
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.9587
0,1,2,0.516478
0,1,3,0
0,2,0,0
0,2,1,0.99993
0,2,2,0.0248913
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.93867
0,1,2,0.52441
0,1,3,0
0,2,0,0
0,2,1,0.999795
0,2,2,0.0371281
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.91903
0,1,2,0.532144
0,1,3,0
0,2,0,0
0,2,1,0.999596
0,2,2,0.0492258
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.89979
0,1,2,0.539686
0,1,3,0
0,2,0,0
0,2,1,0.999338
0,2,2,0.0611844
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.88093
0,1,2,0.547042
0,1,3,0
0,2,0,0
0,2,1,0.999023
0,2,2,0.0730043
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.86244
0,1,2,0.554216
0,1,3,0
0,2,0,0
0,2,1,0.998655
0,2,2,0.0846857
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.84432
0,1,2,0.561214
0,1,3,0
0,2,0,0
0,2,1,0.998237
0,2,2,0.0962289
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.82656
0,1,2,0.56804
0,1,3,0
0,2,0,0
0,2,1,0.99777
0,2,2,0.107634
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.80914
0,1,2,0.574699
0,1,3,0
0,2,0,0
0,2,1,0.997258
0,2,2,0.118903
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.79207
0,1,2,0.581196
0,1,3,0
0,2,0,0
0,2,1,0.996704
0,2,2,0.130034
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.77533
0,1,2,0.587534
0,1,3,0
0,2,0,0
0,2,1,0.996109
0,2,2,0.14103
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.75892
0,1,2,0.593719
0,1,3,0
0,2,0,0
0,2,1,0.995476
0,2,2,0.151889
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.74282
0,1,2,0.599755
0,1,3,0
0,2,0,0
0,2,1,0.994807
0,2,2,0.162614
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.72705
0,1,2,0.605644
0,1,3,0
0,2,0,0
0,2,1,0.994105
0,2,2,0.173205
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.71157
0,1,2,0.611393
0,1,3,0
0,2,0,0
0,2,1,0.993371
0,2,2,0.183662
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.6964
0,1,2,0.617003
0,1,3,0
0,2,0,0
0,2,1,0.992607
0,2,2,0.193987
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.68152
0,1,2,0.62248
0,1,3,0
0,2,0,0
0,2,1,0.991816
0,2,2,0.204179
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.66693
0,1,2,0.627826
0,1,3,0
0,2,0,0
0,2,1,0.990999
0,2,2,0.214241
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.65262
0,1,2,0.633045
0,1,3,0
0,2,0,0
0,2,1,0.990158
0,2,2,0.224173
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.63859
0,1,2,0.63814
0,1,3,0
0,2,0,0
0,2,1,0.989294
0,2,2,0.233975
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.62483
0,1,2,0.643116
0,1,3,0
0,2,0,0
0,2,1,0.98841
0,2,2,0.243649
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.61132
0,1,2,0.647974
0,1,3,0
0,2,0,0
0,2,1,0.987506
0,2,2,0.253196
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.59808
0,1,2,0.652717
0,1,3,0
0,2,0,0
0,2,1,0.986584
0,2,2,0.262617
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.58509
0,1,2,0.65735
0,1,3,0
0,2,0,0
0,2,1,0.985645
0,2,2,0.271912
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.57235
0,1,2,0.661875
0,1,3,0
0,2,0,0
0,2,1,0.984692
0,2,2,0.281083
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.55985
0,1,2,0.666294
0,1,3,0
0,2,0,0
0,2,1,0.983724
0,2,2,0.290131
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.54759
0,1,2,0.670611
0,1,3,0
0,2,0,0
0,2,1,0.982744
0,2,2,0.299056
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.53556
0,1,2,0.674828
0,1,3,0
0,2,0,0
0,2,1,0.981753
0,2,2,0.307861
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.52376
0,1,2,0.678948
0,1,3,0
0,2,0,0
0,2,1,0.980751
0,2,2,0.316545
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.51218
0,1,2,0.682973
0,1,3,0
0,2,0,0
0,2,1,0.97974
0,2,2,0.325111
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.50082
0,1,2,0.686906
0,1,3,0
0,2,0,0
0,2,1,0.97872
0,2,2,0.333558
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.48967
0,1,2,0.690748
0,1,3,0
0,2,0,0
0,2,1,0.977693
0,2,2,0.341889
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.47873
0,1,2,0.694503
0,1,3,0
0,2,0,0
0,2,1,0.97666
0,2,2,0.350105
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.468
0,1,2,0.698173
0,1,3,0
0,2,0,0
0,2,1,0.975621
0,2,2,0.358206
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.45747
0,1,2,0.70176
0,1,3,0
0,2,0,0
0,2,1,0.974578
0,2,2,0.366194
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.44713
0,1,2,0.705265
0,1,3,0
0,2,0,0
0,2,1,0.973531
0,2,2,0.37407
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.43699
0,1,2,0.708692
0,1,3,0
0,2,0,0
0,2,1,0.972481
0,2,2,0.381835
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.42704
0,1,2,0.712041
0,1,3,0
0,2,0,0
0,2,1,0.971429
0,2,2,0.38949
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.41727
0,1,2,0.715315
0,1,3,0
0,2,0,0
0,2,1,0.970375
0,2,2,0.397037
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.40769
0,1,2,0.718517
0,1,3,0
0,2,0,0
0,2,1,0.96932
0,2,2,0.404476
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.39828
0,1,2,0.721647
0,1,3,0
0,2,0,0
0,2,1,0.968264
0,2,2,0.411809
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.38905
0,1,2,0.724707
0,1,3,0
0,2,0,0
0,2,1,0.967209
0,2,2,0.419037
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.37998
0,1,2,0.727699
0,1,3,0
0,2,0,0
0,2,1,0.966155
0,2,2,0.426161
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.37109
0,1,2,0.730626
0,1,3,0
0,2,0,0
0,2,1,0.965103
0,2,2,0.433182
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.36236
0,1,2,0.733488
0,1,3,0
0,2,0,0
0,2,1,0.964052
0,2,2,0.440102
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.35379
0,1,2,0.736287
0,1,3,0
0,2,0,0
0,2,1,0.963004
0,2,2,0.446921
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.34538
0,1,2,0.739025
0,1,3,0
0,2,0,0
0,2,1,0.961958
0,2,2,0.453642
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.33712
0,1,2,0.741703
0,1,3,0
0,2,0,0
0,2,1,0.960916
0,2,2,0.460264
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.32901
0,1,2,0.744322
0,1,3,0
0,2,0,0
0,2,1,0.959878
0,2,2,0.466789
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.32105
0,1,2,0.746885
0,1,3,0
0,2,0,0
0,2,1,0.958844
0,2,2,0.473219
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.31324
0,1,2,0.749392
0,1,3,0
0,2,0,0
0,2,1,0.957814
0,2,2,0.479554
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.30557
0,1,2,0.751846
0,1,3,0
0,2,0,0
0,2,1,0.956789
0,2,2,0.485796
0,2,3,0
0,3,0,0
0,3,1,0
0,3,2,0
0,3,3,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,1,0,0
0,1,1,1.29804
0,1,2,0.754246
0,1,3,0
0,2,0,0
